source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	confidence	source	prediction_type	prediction_source
mondo	mondo:0022007	water intoxication	skos:exactMatch	icd11	icd11:1002499710	Fluid overload	semapv:SemanticSimilarityThresholdMatching	0.78	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002280	anemia	skos:exactMatch	icd11	icd11:100261963	Other anaemias	semapv:SemanticSimilarityThresholdMatching	0.72	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011855	granular corneal dystrophy type II	skos:exactMatch	icd11	icd11:1002682456	Corneal dystrophy, Avellino type	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015925	interstitial lung disease	skos:exactMatch	icd11	icd11:1003222483	Other interstitial pulmonary diseases	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001787	hepatic infarction	skos:exactMatch	icd11	icd11:1003389114	Infarction of liver	semapv:SemanticSimilarityThresholdMatching	0.85	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004946	hypoglycemia	skos:exactMatch	icd11	icd11:1004695600	Hypoglycaemia without associated diabetes	semapv:SemanticSimilarityThresholdMatching	0.56	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012964	chromosome 15q26-qter deletion syndrome	skos:exactMatch	icd11	icd11:1004760461	15q26.3 deletion	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013176	Weill-Marchesani 4 syndrome, recessive	skos:exactMatch	icd11	icd11:1004760461	15q26.3 deletion	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008659	transcobalamin I deficiency	skos:exactMatch	icd11	icd11:1005802309	Haptocorrin deficiency	semapv:SemanticSimilarityThresholdMatching	0.7	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001558	Potter sequence	skos:exactMatch	icd11	icd11:1005874764	Potter syndrome	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013161	autosomal recessive limb-girdle muscular dystrophy type 2O	skos:exactMatch	icd11	icd11:1006273551	Limb-girdle muscular dystrophy 2O, POMGNT1 gene mutation	semapv:SemanticSimilarityThresholdMatching	0.67	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001232	orbital osteomyelitis	skos:exactMatch	icd11	icd11:1006426584	Osteomyelitis of orbit	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0020451	congenital stenosis of the inferior vena cava	skos:exactMatch	icd11	icd11:100656181	Congenital stenosis of inferior caval vein	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012703	lissencephaly due to TUBA1A mutation	skos:exactMatch	icd11	icd11:1006889224	Lissencephaly due to TUBA1A gene mutation	semapv:SemanticSimilarityThresholdMatching	0.7	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008426	Shprintzen-Goldberg syndrome	skos:exactMatch	icd11	icd11:1006932112	Marfanoid craniosynostosis syndrome	semapv:SemanticSimilarityThresholdMatching	0.72	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0020438	atrial septal aneurysm	skos:exactMatch	icd11	icd11:100700036	Aneurysm of the atrial septum	semapv:SemanticSimilarityThresholdMatching	0.8	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0043264	post-traumatic epilepsy	skos:exactMatch	icd11	icd11:1007173668	Epilepsy due to injuries to the head	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017220	laryngotracheoesophageal cleft type 0	skos:exactMatch	icd11	icd11:1007234149	Laryngotracheooesophageal cleft type 0	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017750	defect in conserved oligomeric Golgi complex	skos:exactMatch	icd11	icd11:1007299548	Conserved oligomeric Golgi complex deficiencies	semapv:SemanticSimilarityThresholdMatching	0.73	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007124	ankyloblepharon-ectodermal defects-cleft lip/palate syndrome	skos:exactMatch	icd11	icd11:1008188767	Ankyloblepharon - ectodermal defects - cleft lip or palate	semapv:SemanticSimilarityThresholdMatching	0.62	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001956	capillary leak syndrome	skos:exactMatch	icd11	icd11:1008326816	Systemic capillary leak syndrome	semapv:SemanticSimilarityThresholdMatching	0.73	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007542	Camurati-Engelmann disease	skos:exactMatch	icd11	icd11:1008460152	Progressive diaphyseal dysplasia	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005554	rheumatic disorder	skos:exactMatch	icd11	icd11:1008515027	Nonorgan specific systemic autoimmune disorders	semapv:SemanticSimilarityThresholdMatching	0.6	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0975759	acquired elastotic haemangioma	skos:exactMatch	icd11	icd11:1009548311	Acquired elastotic haemangioma	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010188	familial isolated deficiency of vitamin E	skos:exactMatch	icd11	icd11:1011034743	Friedreich-like ataxia with selective vitamin E deficiency	semapv:SemanticSimilarityThresholdMatching	0.86	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005789	hepatitis D virus infection	skos:exactMatch	icd11	icd11:1011250453	Chronic hepatitis D	semapv:SemanticSimilarityThresholdMatching	0.88	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016913	partial deletion of the long arm of chromosome 15	skos:exactMatch	icd11	icd11:1011262723	Deletions of chromosome 15	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017357	transient hyperammonemia of the newborn	skos:exactMatch	icd11	icd11:1011996745	Transient hyperammonaemia of the newborn	semapv:SemanticSimilarityThresholdMatching	0.57	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011405	poikiloderma with neutropenia	skos:exactMatch	icd11	icd11:1012287760	Poikiloderma with neutropaenia	semapv:SemanticSimilarityThresholdMatching	0.73	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0018456	polyarticular juvenile idiopathic arthritis	skos:exactMatch	icd11	icd11:101285361	Polyarticular psoriatic arthritis	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005267	heart disorder	skos:exactMatch	icd11	icd11:1013092713	Cardiac disorder, unspecified	semapv:SemanticSimilarityThresholdMatching	0.52	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019557	chilblain lupus	skos:exactMatch	icd11	icd11:101323929	Lupus pernio	semapv:SemanticSimilarityThresholdMatching	0.22	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019963	bronchial endocrine tumor	skos:exactMatch	icd11	icd11:1013574634	Bronchial endocrine tumour	semapv:SemanticSimilarityThresholdMatching	0.96	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009158	Ehlers-Danlos syndrome, fibronectinemic type	skos:exactMatch	icd11	icd11:1014914201	Ehlers-Danlos syndrome, dysfibronectinaemic type	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005279	pulmonary embolism	skos:exactMatch	icd11	icd11:1014964218	Pulmonary thromboembolism	semapv:SemanticSimilarityThresholdMatching	0.79	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0024633	hypertensive nephropathy	skos:exactMatch	icd11	icd11:1015872326	Hypertensive renal disease	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007437	dentin dysplasia type II	skos:exactMatch	icd11	icd11:1016454792	Dental pulp stone	semapv:SemanticSimilarityThresholdMatching	0.6	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001531	blood coagulation disease	skos:exactMatch	icd11	icd11:1016799900	Coagulation defects	semapv:SemanticSimilarityThresholdMatching	0.66	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008303	familial male-limited precocious puberty	skos:exactMatch	icd11	icd11:1017191805	Testotoxicosis	semapv:SemanticSimilarityThresholdMatching	0.7	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001770	gastrin secretion abnormality	skos:exactMatch	icd11	icd11:1017230149	Abnormal secretion of gastrin	semapv:SemanticSimilarityThresholdMatching	0.86	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005132	cytomegalovirus infection	skos:exactMatch	icd11	icd11:1017662917	Cytomegaloviral disease	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011717	hyperinsulinism-hyperammonemia syndrome	skos:exactMatch	icd11	icd11:1018988640	Hyperinsulinism-hyperammonaemia syndrome	semapv:SemanticSimilarityThresholdMatching	0.86	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001331	conjunctival deposit	skos:exactMatch	icd11	icd11:1019620128	Conjunctival deposits	semapv:SemanticSimilarityThresholdMatching	0.85	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010283	syndromic X-linked intellectual disability Lubs type	skos:exactMatch	icd11	icd11:1019622413	Xq28 duplication	semapv:SemanticSimilarityThresholdMatching	0.52	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010507	Xq25 microduplication syndrome	skos:exactMatch	icd11	icd11:1019622413	Xq28 duplication	semapv:SemanticSimilarityThresholdMatching	0.54	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011785	hereditary spastic paraplegia 19	skos:exactMatch	icd11	icd11:1020508875	Autosomal dominant spastic paraplegia type 19	semapv:SemanticSimilarityThresholdMatching	0.92	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017380	juvenile polyposis syndrome	skos:exactMatch	icd11	icd11:1020795563	Juvenile gastrointestinal polyposis	semapv:SemanticSimilarityThresholdMatching	0.91	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002766	larynx verrucous carcinoma	skos:exactMatch	icd11	icd11:1021070845	Verrucous carcinoma of larynx	semapv:SemanticSimilarityThresholdMatching	0.89	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001548	hepatic coma	skos:exactMatch	icd11	icd11:1021642894	Hepatic coma	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011408	hereditary spastic paraplegia 10	skos:exactMatch	icd11	icd11:1021877193	Spastic paraplegia	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001211	total internal ophthalmoplegia	skos:exactMatch	icd11	icd11:1022036609	Internal ophthalmoplegia	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004891	hyperopia	skos:exactMatch	icd11	icd11:102241227	Hypermetropia	semapv:SemanticSimilarityThresholdMatching	0.88	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016739	yolk sac tumor of central nervous system	skos:exactMatch	icd11	icd11:1023155823	Yolk sac tumour of the central nervous system	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005833	lymphatic system disorder	skos:exactMatch	icd11	icd11:1025888387	Disorders of lymphatic vessels or lymph nodes	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009911	prolactin deficiency, isolated	skos:exactMatch	icd11	icd11:1025957132	Prolactin deficiency	semapv:SemanticSimilarityThresholdMatching	0.88	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017284	Xp22.13p22.2 duplication syndrome	skos:exactMatch	icd11	icd11:1026151133	Xp22.13p22.2 duplication	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015606	Xp22.3 microdeletion syndrome	skos:exactMatch	icd11	icd11:1026151133	Xp22.13p22.2 duplication	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000594	pervasive developmental disorder	skos:exactMatch	icd11	icd11:1026282739	Tics associated with certain specified pervasive developmental disorder	semapv:SemanticSimilarityThresholdMatching	0.67	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0030750	epidermolysis bullosa, junctional 4, intermediate	skos:exactMatch	icd11	icd11:1027624622	Junctional epidermolysis bullosa, generalised intermediate type	semapv:SemanticSimilarityThresholdMatching	0.8	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019307	generalized junctional epidermolysis bullosa non-Herlitz type	skos:exactMatch	icd11	icd11:1027624622	Junctional epidermolysis bullosa, generalised intermediate type	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009180	junctional epidermolysis bullosa, non-Herlitz type	skos:exactMatch	icd11	icd11:1027624622	Junctional epidermolysis bullosa, generalised intermediate type	semapv:SemanticSimilarityThresholdMatching	1.0	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016395	foveal hypoplasia-presenile cataract syndrome	skos:exactMatch	icd11	icd11:1027678248	Foveal hypoplasia - presenile cataract syndrome	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002263	female reproductive system disorder	skos:exactMatch	icd11	icd11:102778076	Other female reproductive system associated disorders (TM1)	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011125	trichothiodystrophy 1, photosensitive	skos:exactMatch	icd11	icd11:1028003819	IBIDS syndrome	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002470	photosensitive trichothiodystrophy	skos:exactMatch	icd11	icd11:1028003819	IBIDS syndrome	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004827	esophagus squamous cell papilloma	skos:exactMatch	icd11	icd11:1028052947	Squamous cell papilloma of oesophagus	semapv:SemanticSimilarityThresholdMatching	1.02	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0700226	food allergy	skos:exactMatch	icd11	icd11:1028477872	Food hypersensitivity	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009680	congenital muscular dystrophy-infantile cataract-hypogonadism syndrome	skos:exactMatch	icd11	icd11:1030350988	Congenital muscular dystrophy - infantile cataract - hypogonadism	semapv:SemanticSimilarityThresholdMatching	0.96	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008250	isolated growth hormone deficiency type II	skos:exactMatch	icd11	icd11:103048129	Idiopathic growth hormone deficiency	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010615	isolated growth hormone deficiency type III	skos:exactMatch	icd11	icd11:103048129	Idiopathic growth hormone deficiency	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004150	breast giant fibroadenoma	skos:exactMatch	icd11	icd11:1030551440	Giant adenofibroma of breast	semapv:SemanticSimilarityThresholdMatching	1.01	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008532	teeth present at birth	skos:exactMatch	icd11	icd11:1031824988	Neonatal teeth	semapv:SemanticSimilarityThresholdMatching	0.57	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0018675	IgG4-related ophthalmic disorder	skos:exactMatch	icd11	icd11:1032400656	IgG4-related ophthalmic disease	semapv:SemanticSimilarityThresholdMatching	0.66	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000643	vulvar benign neoplasm	skos:exactMatch	icd11	icd11:1032480924	Benign neoplasm of vulva	semapv:SemanticSimilarityThresholdMatching	0.94	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001561	pyloric stenosis	skos:exactMatch	icd11	icd11:1032906398	Gastric outlet obstruction	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001878	acquired hypertrophic pyloric stenosis	skos:exactMatch	icd11	icd11:1032906398	Gastric outlet obstruction	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005900	parotitis	skos:exactMatch	icd11	icd11:1033655397	Parotid gland adenitis	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0042967	rheumatic disease of mitral valve	skos:exactMatch	icd11	icd11:103386444	Other rheumatic aortic valve diseases	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011579	late-onset retinal degeneration	skos:exactMatch	icd11	icd11:1034171240	Pigmentary degeneration of retina	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002806	bronchogenic carcinoma	skos:exactMatch	icd11	icd11:1034243845	Bronchus carcinoma	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006660	arthus reaction	skos:exactMatch	icd11	icd11:1034278148	Arthus phenomenon	semapv:SemanticSimilarityThresholdMatching	0.68	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016459	2q23.1 microdeletion syndrome	skos:exactMatch	icd11	icd11:1034590654	2q23.1 deletion	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017786	2q23.1 microduplication syndrome	skos:exactMatch	icd11	icd11:1034590654	2q23.1 deletion	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0800373	carbon monoxide poisoning	skos:exactMatch	icd11	icd11:103497334	Harmful effects of or exposure to noxious substances, Substances chiefly nonmedicinal as to source, Carbon monoxide, Carbon monoxide from unspecified source	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019943	hereditary continuous muscle fiber activity	skos:exactMatch	icd11	icd11:1034981351	Hereditary continuous muscle fibre activity	semapv:SemanticSimilarityThresholdMatching	0.88	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010550	Charcot-Marie-Tooth disease X-linked recessive 2	skos:exactMatch	icd11	icd11:1035294096	X-linked Charcot-Marie-Tooth disease type 2	semapv:SemanticSimilarityThresholdMatching	0.76	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001740	cornea squamous cell carcinoma	skos:exactMatch	icd11	icd11:1035484987	Squamous cell carcinoma of cornea	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002811	main bronchus cancer	skos:exactMatch	icd11	icd11:1035937730	Cancer of the main bronchus	semapv:SemanticSimilarityThresholdMatching	0.93	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003233	essential tremor	skos:exactMatch	icd11	icd11:1036027657	Essential tremor or related tremors	semapv:SemanticSimilarityThresholdMatching	1.05	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013600	insomnia	skos:exactMatch	icd11	icd11:1038292737	Insomnia disorders	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001379	ureteric orifice cancer	skos:exactMatch	icd11	icd11:1038786651	Malignant neoplasm of ureteric orifice	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016048	isolated autosomal dominant hypomagnesemia, Glaudemans type	skos:exactMatch	icd11	icd11:1038958214	Glaudemans type isolated autosomal dominant hypomagnesaemia	semapv:SemanticSimilarityThresholdMatching	0.87	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002185	hyperostosis	skos:exactMatch	icd11	icd11:103936902	Hypertrophy of bone	semapv:SemanticSimilarityThresholdMatching	0.58	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019326	phakomatosis cesiomarmorata	skos:exactMatch	icd11	icd11:1039607440	Phakomatosis caesiomarmorata	semapv:SemanticSimilarityThresholdMatching	0.89	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011969	ALG8-congenital disorder of glycosylation	skos:exactMatch	icd11	icd11:1039779684	Glucosyltransferase 2 deficiency	semapv:SemanticSimilarityThresholdMatching	0.68	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001172	salpingo-oophoritis	skos:exactMatch	icd11	icd11:1040032122	Salpingitis or oophoritis	semapv:SemanticSimilarityThresholdMatching	0.69	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011662	pathological gambling	skos:exactMatch	icd11	icd11:1041487064	Gambling disorder	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015635	porokeratotic eccrine ostial and dermal duct nevus	skos:exactMatch	icd11	icd11:1041756082	Porokeratotic eccrine ostial and dermal duct naevus	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0043320	piriformis syndrome	skos:exactMatch	icd11	icd11:1042451642	Levator ani syndrome	semapv:SemanticSimilarityThresholdMatching	0.53	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000480	anismus	skos:exactMatch	icd11	icd11:1042451642	Levator ani syndrome	semapv:SemanticSimilarityThresholdMatching	0.54	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0024268	superficial mycosis	skos:exactMatch	icd11	icd11:1042823388	Corticosteroid-modified dermatophytosis	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006815	jejunal cancer	skos:exactMatch	icd11	icd11:1044568664	Malignant neoplasm of jejunum	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001224	Angelucci syndrome	skos:exactMatch	icd11	icd11:1044658726	Acute atopic conjunctivitis	semapv:SemanticSimilarityThresholdMatching	0.68	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016222	spindle cell hemangioma	skos:exactMatch	icd11	icd11:1044935023	Spindle cell haemangioma	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019819	double-orifice mitral valve	skos:exactMatch	icd11	icd11:1045118968	Double orifice of mitral valve	semapv:SemanticSimilarityThresholdMatching	0.73	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0014185	chromosome 3q13.31 deletion syndrome	skos:exactMatch	icd11	icd11:1045303250	3q13 deletion	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009767	oculocerebral hypopigmentation syndrome, Cross type	skos:exactMatch	icd11	icd11:1046083935	Oculocerebral syndrome with hypopigmentation	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002776	external ear disorder	skos:exactMatch	icd11	icd11:1046187143	Diseases of external ear	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002638	glossopharyngeal nerve neoplasm	skos:exactMatch	icd11	icd11:1046525156	Benign neoplasm of glossopharyngeal nerve	semapv:SemanticSimilarityThresholdMatching	0.69	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001856	splenic artery aneurysm	skos:exactMatch	icd11	icd11:1046848979	Aneurysm of splenic artery	semapv:SemanticSimilarityThresholdMatching	0.87	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019873	4p16.3 microduplication syndrome	skos:exactMatch	icd11	icd11:104694717	4p16.3 duplication	semapv:SemanticSimilarityThresholdMatching	0.62	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001855	rubeosis iridis	skos:exactMatch	icd11	icd11:1047040048	Rubeosis of iris	semapv:SemanticSimilarityThresholdMatching	0.71	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007254	breast cancer	skos:exactMatch	icd11	icd11:1047754165	Malignant neoplasms of breast	semapv:SemanticSimilarityThresholdMatching	0.87	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000903	myoclonus-dystonia syndrome	skos:exactMatch	icd11	icd11:1047919249	Myoclonus-dystonia	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0032766	hypoalphalipoproteinemia, primary, 2	skos:exactMatch	icd11	icd11:104825191	Apolipoprotein A-I deficiency	semapv:SemanticSimilarityThresholdMatching	0.78	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002367	kidney cancer	skos:exactMatch	icd11	icd11:1048613131	Malignant neoplasms of kidney, except renal pelvis	semapv:SemanticSimilarityThresholdMatching	1.01	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008451	neuronopathy, distal hereditary motor, autosomal dominant 1	skos:exactMatch	icd11	icd11:1049436513	Distal hereditary motor neuropathy type 1	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021372	neoplasm of temporal lobe	skos:exactMatch	icd11	icd11:1050151401	Benign neoplasm of temporal lobe	semapv:SemanticSimilarityThresholdMatching	0.69	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016983	Bartter syndrome with hypocalcemia	skos:exactMatch	icd11	icd11:1050277439	Bartter syndrome type 2	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
