source prefix	source identifier	source name	relation	target prefix	target identifier	target name	type	confidence	source	prediction_type	prediction_source
mondo	mondo:0008243	Pick disease	skos:exactMatch	icd11	icd11:1119344369	Frontotemporal dementia, behavioural variant	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009353	homocystinuria due to methylene tetrahydrofolate reductase deficiency	skos:exactMatch	icd11	icd11:1119975297	Homocystinuria due to methylenetetrahydrofolate reductase deficiency	semapv:SemanticSimilarityThresholdMatching	0.91	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021069	malignant endocrine neoplasm	skos:exactMatch	icd11	icd11:1120037543	Malignant neoplasms of endocrine glands	semapv:SemanticSimilarityThresholdMatching	0.95	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004400	malignant type A thymoma	skos:exactMatch	icd11	icd11:1120130061	Thymoma type A of thymus	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005530	opiate dependence	skos:exactMatch	icd11	icd11:1120716949	Opioid dependence	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002869	heart valve disorder	skos:exactMatch	icd11	icd11:1121431779	Heart valve diseases	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008596	trichorhinophalangeal syndrome type I	skos:exactMatch	icd11	icd11:112146379	Trichorhinophalangeal syndrome type 1 and 3	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0044098	ovarian ectopic pregnancy	skos:exactMatch	icd11	icd11:1121615955	Ovarian pregnancy	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004272	urinary bladder tuberculosis	skos:exactMatch	icd11	icd11:112180879	Tuberculosis of bladder	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017752	defect in V-ATPase	skos:exactMatch	icd11	icd11:1122074895	V-ATPase deficiencies	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003274	thoracic cancer	skos:exactMatch	icd11	icd11:1122424959	Malignant neoplasm of ill-defined site of thorax	semapv:SemanticSimilarityThresholdMatching	0.74	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002301	frontal sinus squamous cell carcinoma	skos:exactMatch	icd11	icd11:1123454775	Squamous cell carcinoma of frontal sinus	semapv:SemanticSimilarityThresholdMatching	0.78	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013025	chromosome 6q24-q25 deletion syndrome	skos:exactMatch	icd11	icd11:1123604918	6q25 deletion	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010069	spondylocostal dysostosis-anal and genitourinary malformations syndrome	skos:exactMatch	icd11	icd11:1124375353	Spondylocostal dysostosis - anal and genitourinary malformations	semapv:SemanticSimilarityThresholdMatching	0.62	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021477	benign neoplasm of sphenoidal sinus	skos:exactMatch	icd11	icd11:1124477310	Benign neoplasm of the sphenoid sinus	semapv:SemanticSimilarityThresholdMatching	0.89	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015826	autosomal dominant spondylocostal dysostosis	skos:exactMatch	icd11	icd11:1125033221	Spondylocostal dysostosis, autosomal dominant	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012334	hereditary spastic paraplegia 29	skos:exactMatch	icd11	icd11:1125341564	Autosomal dominant spastic paraplegia type 29	semapv:SemanticSimilarityThresholdMatching	0.92	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016258	uterine corpus carcinofibroma	skos:exactMatch	icd11	icd11:1125482540	Carcinofibroma of corpus uteri	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021248	nervous system neoplasm	skos:exactMatch	icd11	icd11:1125774661	Neoplasms of the nervous system	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005701	chlamydia trachomatis infectious disease	skos:exactMatch	icd11	icd11:1127435854	Other diseases due to chlamydiae	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0043352	fournier gangrene	skos:exactMatch	icd11	icd11:112774633	Necrotising fasciitis of the scrotum, penis or perineum	semapv:SemanticSimilarityThresholdMatching	0.8	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010836	nanophthalmos 1	skos:exactMatch	icd11	icd11:1128763611	Nanophthalmos	semapv:SemanticSimilarityThresholdMatching	0.58	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001299	diabetic autonomic neuropathy	skos:exactMatch	icd11	icd11:1129679469	Autonomic neuropathy due to diabetes mellitus	semapv:SemanticSimilarityThresholdMatching	0.88	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0019243	inborn disorder of energy metabolism	skos:exactMatch	icd11	icd11:112997777	Other disorders of energy metabolism	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002109	pituitary cancer	skos:exactMatch	icd11	icd11:1130461249	Malignant neoplasm of pituitary gland	semapv:SemanticSimilarityThresholdMatching	0.86	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012165	BNAR syndrome	skos:exactMatch	icd11	icd11:1130540083	Bifid nose - anorectal and renal anomalies	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009567	Marinesco-Sjogren syndrome	skos:exactMatch	icd11	icd11:1130919107	Marinesco-Sjögren syndrome	semapv:SemanticSimilarityThresholdMatching	0.85	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001229	small intestine diverticulitis	skos:exactMatch	icd11	icd11:1131962276	Diverticulosis of small intestine without haemorrhage	semapv:SemanticSimilarityThresholdMatching	0.68	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013043	atypical hemolytic-uremic syndrome with C3 anomaly	skos:exactMatch	icd11	icd11:1132334480	Atypical haemolytic uraemic syndrome with C3 anomaly	semapv:SemanticSimilarityThresholdMatching	0.71	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010174	Valinemia	skos:exactMatch	icd11	icd11:113258236	Hypervalinaemia	semapv:SemanticSimilarityThresholdMatching	0.78	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009266	Gaucher disease type II	skos:exactMatch	icd11	icd11:113306978	Gaucher disease type 2	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007919	lymphatic malformation 1	skos:exactMatch	icd11	icd11:1134415234	Congenital primary lymphoedema	semapv:SemanticSimilarityThresholdMatching	0.7	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017214	vitamin B12-responsive methylmalonic acidemia	skos:exactMatch	icd11	icd11:1135248720	Methylmalonic aciduria, vitamin B12 responsive	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005108	viral infectious disease	skos:exactMatch	icd11	icd11:1136802325	Certain other viral diseases	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008090	cyclic hematopoiesis	skos:exactMatch	icd11	icd11:1137117833	Cyclic neutropaenia	semapv:SemanticSimilarityThresholdMatching	0.8	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017070	total spina bifida cystica	skos:exactMatch	icd11	icd11:113736763	Total spina bifida cystica with hydrocephalus	semapv:SemanticSimilarityThresholdMatching	0.76	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006701	chromophobe adenoma	skos:exactMatch	icd11	icd11:1137877855	Chromophobe adenoma of pituitary gland	semapv:SemanticSimilarityThresholdMatching	0.87	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0018136	minimal pigment oculocutaneous albinism type 1	skos:exactMatch	icd11	icd11:1137971016	Minimal pigment oculocutaneous albinism	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006871	non-gestational choriocarcinoma	skos:exactMatch	icd11	icd11:1138803134	Non-gestational choriocarcinoma of ovary	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004322	non-gestational ovarian choriocarcinoma	skos:exactMatch	icd11	icd11:1138803134	Non-gestational choriocarcinoma of ovary	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006684	brain edema	skos:exactMatch	icd11	icd11:1139074029	Cerebral oedema	semapv:SemanticSimilarityThresholdMatching	0.66	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008412	intestinal schistosomiasis	skos:exactMatch	icd11	icd11:1139567957	Schistosomiasis due to Schistosoma japonicum	semapv:SemanticSimilarityThresholdMatching	0.68	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0044344	Schistosoma japonicum infectious disease	skos:exactMatch	icd11	icd11:1139567957	Schistosomiasis due to Schistosoma japonicum	semapv:SemanticSimilarityThresholdMatching	0.73	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0020485	King-Denborough syndrome	skos:exactMatch	icd11	icd11:1140335303	King Denborough syndrome	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007783	malignant hyperthermia, susceptibility to, 1	skos:exactMatch	icd11	icd11:1140335303	King Denborough syndrome	semapv:SemanticSimilarityThresholdMatching	0.54	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0033005	Galloway-Mowat syndrome 1	skos:exactMatch	icd11	icd11:1140537618	Galloway Mowat syndrome	semapv:SemanticSimilarityThresholdMatching	0.69	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009627	Galloway-Mowat syndrome	skos:exactMatch	icd11	icd11:1140537618	Galloway Mowat syndrome	semapv:SemanticSimilarityThresholdMatching	0.66	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012392	2-methylbutyryl-CoA dehydrogenase deficiency	skos:exactMatch	icd11	icd11:1141171278	2-methylbutyric aciduria	semapv:SemanticSimilarityThresholdMatching	0.93	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0700118	proximal chromosome 18q deletion syndrome	skos:exactMatch	icd11	icd11:1141375976	Proximal deletions of the long arm of chromosome 18	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015342	acute transverse myelitis	skos:exactMatch	icd11	icd11:1141415034	Acute transverse myelitis in demyelinating disease of the central nervous system	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0800209	fibrosis of extraocular muscles, congenital, 3b	skos:exactMatch	icd11	icd11:1142629190	Congenital fibrosis of extraocular muscles 3B	semapv:SemanticSimilarityThresholdMatching	0.67	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005625	cerebral malaria	skos:exactMatch	icd11	icd11:1143114898	Plasmodium falciparum malaria with cerebral complications	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012791	mitochondrial DNA depletion syndrome, encephalomyopathic form with methylmalonic aciduria	skos:exactMatch	icd11	icd11:1143431651	Mitochondrial encephalomyopathy - aminoacidopathy	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010248	X-linked spondyloepimetaphyseal dysplasia	skos:exactMatch	icd11	icd11:1143500023	Spondyloepimetaphyseal dysplasia, X-linked	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0971063	autosomal dominant dopa-responsive dystonia	skos:exactMatch	icd11	icd11:1143673207	Autosomal dominant dopa-responsive dystonia	semapv:SemanticSimilarityThresholdMatching	0.74	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007495	dystonia 5	skos:exactMatch	icd11	icd11:1143673207	Autosomal dominant dopa-responsive dystonia	semapv:SemanticSimilarityThresholdMatching	0.71	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000608	familial juvenile hyperuricemic nephropathy	skos:exactMatch	icd11	icd11:1143722735	Familial juvenile hyperuricaemic nephropathy	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008073	familial juvenile hyperuricemic nephropathy type 1	skos:exactMatch	icd11	icd11:1143722735	Familial juvenile hyperuricaemic nephropathy	semapv:SemanticSimilarityThresholdMatching	0.74	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0024642	gastric neuroendocrine tumor G2	skos:exactMatch	icd11	icd11:1144407508	Neuroendocrine tumour of stomach, G2	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006611	skin sarcoidosis	skos:exactMatch	icd11	icd11:1145144140	Cutaneous sarcoidosis	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004247	peptic ulcer disease	skos:exactMatch	icd11	icd11:1145813715	Peptic ulcer, site unspecified	semapv:SemanticSimilarityThresholdMatching	0.92	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002485	breast neuroendocrine neoplasm	skos:exactMatch	icd11	icd11:1145907752	Neuroendocrine tumour of breast	semapv:SemanticSimilarityThresholdMatching	0.92	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011177	ectodermal dysplasia 4, hair/nail type	skos:exactMatch	icd11	icd11:1146074299	Pili torti - onychodysplasia	semapv:SemanticSimilarityThresholdMatching	0.7	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016272	transitional cell carcinoma of the corpus uteri	skos:exactMatch	icd11	icd11:1146095758	Transitional cell carcinoma of corpus uteri	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003646	rectum neuroendocrine neoplasm	skos:exactMatch	icd11	icd11:1146103401	Other specified neuroendocrine neoplasm of rectum	semapv:SemanticSimilarityThresholdMatching	1.0	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021534	rectal neuroendocrine tumor G1	skos:exactMatch	icd11	icd11:1146103401	Other specified neuroendocrine neoplasm of rectum	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003628	pulmonary valve disorder	skos:exactMatch	icd11	icd11:1146446025	Pulmonary valve disease	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003627	rheumatic pulmonary valve disease	skos:exactMatch	icd11	icd11:1146446025	Pulmonary valve disease	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021311	malignant tumor of parathyroid gland	skos:exactMatch	icd11	icd11:1146998805	Other specified malignant neoplasms of parathyroid gland	semapv:SemanticSimilarityThresholdMatching	0.96	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000468	third-degree atrioventricular block	skos:exactMatch	icd11	icd11:1147105932	Complete atrioventricular block	semapv:SemanticSimilarityThresholdMatching	0.95	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005752	epidural abscess	skos:exactMatch	icd11	icd11:1147230459	Intraspinal extradural abscess	semapv:SemanticSimilarityThresholdMatching	0.91	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008970	chondrodysplasia Blomstrand type	skos:exactMatch	icd11	icd11:1147450651	Blomstrand lethal chondrodysplasia	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009224	fetal iodine syndrome	skos:exactMatch	icd11	icd11:114764265	Intellectual developmental disorder due to iodine deficiency	semapv:SemanticSimilarityThresholdMatching	0.55	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005998	trombiculiasis	skos:exactMatch	icd11	icd11:1147955965	Trombiculosis	semapv:SemanticSimilarityThresholdMatching	0.68	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001939	skin epithelioid hemangioma	skos:exactMatch	icd11	icd11:1148416108	Epithelioid haemangioma of skin	semapv:SemanticSimilarityThresholdMatching	0.72	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001239	anemia of prematurity	skos:exactMatch	icd11	icd11:1148519290	Anaemia of prematurity	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0022612	Brunsting-Perry syndrome	skos:exactMatch	icd11	icd11:1148757980	Cicatricial pemphigoid, Brunsting-Perry type	semapv:SemanticSimilarityThresholdMatching	0.78	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004202	adrenal medulla carcinoma	skos:exactMatch	icd11	icd11:1148879218	Carcinoma in situ of adrenal gland	semapv:SemanticSimilarityThresholdMatching	0.59	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008561	thumb deformity	skos:exactMatch	icd11	icd11:1149462800	Deformity of finger	semapv:SemanticSimilarityThresholdMatching	0.54	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0000684	verbal auditory agnosia	skos:exactMatch	icd11	icd11:1149818854	Verbal and auditory agnosia	semapv:SemanticSimilarityThresholdMatching	0.79	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006105	benign conjunctival neoplasm	skos:exactMatch	icd11	icd11:1150624214	Benign neoplasm of conjunctiva	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001272	functional diarrhea	skos:exactMatch	icd11	icd11:1150846989	Functional diarrhoea	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0100600	hypomyelinating leukodystrophy-ataxia-hypodontia-hypomyelination syndrome	skos:exactMatch	icd11	icd11:1151136209	4H leukodystrophy	semapv:SemanticSimilarityThresholdMatching	0.65	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011897	leukodystrophy, hypomyelinating, 7, with or without oligodontia and/or hypogonadotropic hypogonadism	skos:exactMatch	icd11	icd11:1151136209	4H leukodystrophy	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0700282	POLR3-related leukodystrophy	skos:exactMatch	icd11	icd11:1151136209	4H leukodystrophy	semapv:SemanticSimilarityThresholdMatching	0.77	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0100605	POLR-related leukodystrophy	skos:exactMatch	icd11	icd11:1151136209	4H leukodystrophy	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0012213	hereditary spastic paraplegia 26	skos:exactMatch	icd11	icd11:1151541328	Autosomal recessive spastic paraplegia type 26	semapv:SemanticSimilarityThresholdMatching	0.91	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001022	disuse amblyopia	skos:exactMatch	icd11	icd11:11516018	Deprivation amblyopia	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0009793	orofaciodigital syndrome III	skos:exactMatch	icd11	icd11:1152322841	Oral-facial-digital syndrome type 3	semapv:SemanticSimilarityThresholdMatching	0.79	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0018781	KID syndrome	skos:exactMatch	icd11	icd11:1152535279	Keratitis – ichthyosis – deafness syndrome	semapv:SemanticSimilarityThresholdMatching	0.92	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004846	placental abruption	skos:exactMatch	icd11	icd11:1153253585	Maternal care related to premature separation of placenta	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007177	auriculoosteodysplasia	skos:exactMatch	icd11	icd11:1153492135	Auriculo-osteodysplasia	semapv:SemanticSimilarityThresholdMatching	0.79	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0005826	lipid pneumonia	skos:exactMatch	icd11	icd11:1153687793	Exogenous lipoid pneumonitis	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007375	epithelial basement membrane dystrophy	skos:exactMatch	icd11	icd11:1154418731	Corneal epithelial and basement membrane dystrophy	semapv:SemanticSimilarityThresholdMatching	0.83	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0004118	cystitis cystica	skos:exactMatch	icd11	icd11:1154766708	Cystic cystitis	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007869	Kyrle disease	skos:exactMatch	icd11	icd11:1155194526	Acquired perforating dermatosis	semapv:SemanticSimilarityThresholdMatching	0.57	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0007207	Böök syndrome	skos:exactMatch	icd11	icd11:1155362378	Book syndrome	semapv:SemanticSimilarityThresholdMatching	0.81	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0008050	MYH7-related skeletal myopathy	skos:exactMatch	icd11	icd11:1155662121	Laing distal myopathy	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0016731	desmoplastic infantile astrocytoma/ganglioglioma	skos:exactMatch	icd11	icd11:1156758652	Desmoplastic infantile astrocytoma or ganglioglioma	semapv:SemanticSimilarityThresholdMatching	0.82	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013000	porphyria due to ALA dehydratase deficiency	skos:exactMatch	icd11	icd11:1158153414	ALAD porphyria	semapv:SemanticSimilarityThresholdMatching	0.89	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006098	atypical lobular breast hyperplasia	skos:exactMatch	icd11	icd11:1158301304	Atypical lobular hyperplasia of breast	semapv:SemanticSimilarityThresholdMatching	0.91	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011977	8q22.1 microdeletion syndrome	skos:exactMatch	icd11	icd11:115857702	8q22.1 deletion	semapv:SemanticSimilarityThresholdMatching	0.61	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0850459	primary cutaneous gamma-delta t-cell lymphoma	skos:exactMatch	icd11	icd11:1158873778	Primary cutaneous gamma/delta T-cell lymphoma	semapv:SemanticSimilarityThresholdMatching	0.6	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0021941	infection by Trypanosoma rhodesiense	skos:exactMatch	icd11	icd11:115931335	Rhodesiense trypanosomiasis	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003059	bile duct cancer	skos:exactMatch	icd11	icd11:1159416016	Malignant neoplasms of other or unspecified parts of biliary tract	semapv:SemanticSimilarityThresholdMatching	0.6	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0018878	branchiootic syndrome	skos:exactMatch	icd11	icd11:116011155	Branchio-otic syndrome	semapv:SemanticSimilarityThresholdMatching	0.66	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002269	gastroenteritis	skos:exactMatch	icd11	icd11:1160271562	Gastroenteritis or colitis without specification of origin	semapv:SemanticSimilarityThresholdMatching	0.64	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0013372	long QT syndrome 5	skos:exactMatch	icd11	icd11:1160601997	Long QT syndrome type 5	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0015637	benign non-familial infantile seizures	skos:exactMatch	icd11	icd11:1161188837	Benign nonfamilial infantile seizures	semapv:SemanticSimilarityThresholdMatching	0.63	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0011362	myopathy, myofibrillar, 9, with early respiratory failure	skos:exactMatch	icd11	icd11:116175357	Hereditary myopathy with early respiratory failure	semapv:SemanticSimilarityThresholdMatching	0.9	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0017987	syringomyelia	skos:exactMatch	icd11	icd11:1161887622	Syringomyelia	semapv:SemanticSimilarityThresholdMatching	0.85	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0001509	endocrine exophthalmos	skos:exactMatch	icd11	icd11:1162092695	Thyroid ophthalmopathy	semapv:SemanticSimilarityThresholdMatching	0.57	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0002249	thrombocytosis disease	skos:exactMatch	icd11	icd11:11621191	Thrombocytosis	semapv:SemanticSimilarityThresholdMatching	0.84	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0010556	X-linked chondrodysplasia punctata	skos:exactMatch	icd11	icd11:1162313566	Chondrodysplasia punctata, X-linked dominant	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0020603	X-linked chondrodysplasia punctata 2	skos:exactMatch	icd11	icd11:1162313566	Chondrodysplasia punctata, X-linked dominant	semapv:SemanticSimilarityThresholdMatching	0.75	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0006717	cutaneous fibrous histiocytoma	skos:exactMatch	icd11	icd11:1162454745	Benign fibrohistiocytic tumour of skin	semapv:SemanticSimilarityThresholdMatching	0.88	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
mondo	mondo:0003503	fallopian tube squamous cell carcinoma	skos:exactMatch	icd11	icd11:1163039467	Squamous cell carcinoma of fallopian tube	semapv:SemanticSimilarityThresholdMatching	0.91	logmap	semapv:SemanticSimilarityThresholdMatching	logmap
